1;BV;BVB;BV;300 GB WESTERN DIGITAL;1.000;0.000;;;;;ljlk;8;DE;20220123000000;20220123000000;
1;BV;BVB;BV;300 GB WESTERN DIGITAL;1.000;0.000;;;;;lllll;8;DE;20220123000000;20220123000000;
1;BV;BVB;BV;300 GB WESTERN DIGITAL;1.000;0.000;;;;;löläö;8;DE;20220123000000;20220123000000;
1;DD;SDF;SD;BLECH;1.000;0.000;;;;;;8;;20241225000000;20240126000000;
1;DD;SDF;SD;BLECH;1.000;0.000;2.000;5.000;8.000;;;8;;20240117000000;20240124000000;
1;DD;SDF;SD;BLECH;1.000;0.000;5.000;45.000;47.000;;;8;;20220123000000;20240124000000;
1;DD;SDF;SD;BLECH;4.000;0.000;7.000;7.000;1.000;;;8;;20240701000000;20240124000000;
1;DD;SDF;SD;BLECH;1.000;0.000;5.000;5.000;5.000;;;GT;;20221002000000;;
1;DD;SDF;SD;BLECH;1.000;0.000;8.000;8.000;;;;HFJFDHKJF;;20230123000000;20241224000000;
1;DD;SDF;SD;CHARGE5;1.000;0.000;;;;;ääfgklhlkfgk;FDG;;20110105000000;20241020000000;
1;DD;SDF;SD;CHARGE5;1.000;0.000;;;;;fgbäfkgb;FDG;;20110105000000;20241020000000;
1;DD;SDF;SD;CHARGE5;1.000;0.000;;;;;ldfgjjhhfgh;JFGHHB;;20040205000000;20240501000000;
1;DD;SDF;SD;CHARGE5;1.000;0.000;;;;;AKSEGHDFHSGD;KSDKHFUK;;20240201000000;20240701000000;
1;DD;SDF;SD;INV-ALLES;1.000;0.000;;;;;ldigjilurdhfg;GOI;ÜP;20240201000000;20240201000000;
1;DD;SDF;SD;INV-ALLES;1.000;0.000;;;;;lljfgöohjrf;GOI;ÜP;20240201000000;20240201000000;
1;DD;SDF;SD;INV-ALLES;1.000;0.000;;;;;DFKGHILRDH;KDFJGHSILH;JI;20240301000000;20240701000000;
1;DD;SDF;SD;INV-ME2-ALLES;1.000;0.000;4.000;4.000;;;DFKHJ;JFGLK;LK;20240901000000;20240801000000;
1;DD;SDF;SD;INV-ME2-ALLES;1.000;0.000;8.000;8.000;;;df-ltgjh;JJR;GT;20240201000000;20240101000000;
1;DF;D;FD;INV-ME2-ALLES;1.000;0.000;2.000;5.000;;;GH5765;8;DE;20220120000000;20240120000000;
1;DF;DF;D;INV-ME2-ALLES;1.000;0.000;5.000;4.000;;;GH5765;FRSD;DE;20240105000000;20240120000000;
1;DF;F;FS;INV-ME2-ALLES;1.000;0.000;;;;;5654465;8;DE;20220120000000;20240120000000;
1;DF;F;FS;INV-ME2-ALLES;1.000;0.000;4.000;4.000;;;GH5765;8;DE;20220120000000;20240120000000;
1;DF;FD;;BAUTK;1.000;0.000;;;;;;DE;;20231212000000;20231213000000;
1;DF;FD;;BAUTK;1.000;0.000;;;;;;DE;;20240101000000;20240104000000;
1;DF;FD;;BAUTK;1.000;0.000;;;;;;DE;;20240111000000;20240109000000;
1;DF;FD;;BAUTK;1.000;0.000;;;;;;DE;;20270202000000;20251002000000;
1;DF;FD;;BAUTK;1.000;0.000;;;;;;DF;;20240207000000;20230309000000;
1;DF;FD;;BAUTK;4.000;0.000;;;;;;SY;;20231207000000;20200306000000;
1;DS;DS;;INV-ME2-ALLES;1.000;0.000;5.000;4.000;;;GH5765;HJH;DE;20220204000000;20240120000000;
1;DS;DS;D;INV-ME2-ALLES;1.000;0.000;4.000;;;;fghjklöälkjhf;8;DE;20220120000000;20240120000000;
1;DS;DS;D;INV-ME2-ALLES;1.000;0.000;;;;;GH5765;8;DE;20220120000000;20240120000000;
1;DS;DS;D;INV-ME2-ALLES;1.000;0.000;;;;;GH5765;8;DE;20220120000000;20240120000000;
1;DS;DS;D;INV-ME2-ALLES;1.000;0.000;5.000;4.000;;;GH5765;8;DE;20220120000000;20240120000000;
1;DS;DS;D;INV-ME2-ALLES;1.000;0.000;5.000;5.000;;;5cvcb5cbvn;SERDE;DE;20240501000000;20240120000000;
1;DS;DS;DÄS;B1000-BLAU;1.000;0.000;;;;;GH5765;;;20220120000000;20240120000000;
1;DS;DS;DÄS;B1000-BLAU;1.000;0.000;;;;;GH5765;;;20220120000000;20240120000000;
1;DS;DS;DÄS;B1000-BLAU;1.000;0.000;;;;;GH5765;;;20220120000000;20240120000000;
1;DS;DS;DÄS;INV-ME2-ALLES;1.000;0.000;4.000;4.000;;;GH5765;JGB;DE;20220120000000;20240120000000;
1;DS;SD;AD;URSPRUNG-CHARGE;2.000;0.000;;;;;;8;DE;20220123000000;20240124000000;
1;DS;SD;AD;URSPRUNG-SNR;1.000;0.000;;;;;cscsc;;DE;20220123000000;20240124000000;
1;DS;SD;AD;URSPRUNG-SNR;1.000;0.000;;;;;VDVD;;DE;20220123000000;20240124000000;
1;DS;SD;AD;URSPRUNG-SNR;1.000;0.000;;;;;VDVD;;DE;20220123000000;20240124000000;
1;DS;SD;S;INV-ME2-ALLES;1.000;0.000;2.000;;;;GH5765;8;DE;20220120000000;20240104000000;
1;DS;SD;S;INV-ME2-ALLES;1.000;0.000;4.000;;;;GH5765;XFMSDK;DE;20220120000000;20240120000000;
1;DSÄ;DSDS;;INV-ME2-ALLES;1.000;0.000;;;;;GH5765;8;DE;20220120000000;;
1;DSÄ;DSDS;;INV-ME2-ALLES;1.000;0.000;;;;;GH5765;8;DE;20220120000000;;
1;DSÄ;DSDS;;INV-ME2-ALLES;1.000;0.000;8.000;7.000;;;.jkhfghj;8\;DE;20220120000000;20240120000000;
1;DSÄ;DSDS;;INV-ME2-ALLES;1.000;0.000;5.000;5.000;;;GH5765;GEGDTRSF;DE;20240802000000;20240120000000;
1;DSD;SD;;ALIMEX;1.000;0.000;5.000;8.000;8.000;;;DFG;;20240109000000;20250106000000;
1;DSD;SD;;ALIMEX;5.000;0.000;8.000;8.000;8.000;;;FGFH;;;;
1;DSF;SFSD;S;INV-ME2-ALLES;1.000;0.000;4.000;4.000;;;GH5765;8;DE;20220120000000;20240120000000;
1;DSF;SFSD;S;INV-ME2-ALLES;1.000;0.000;4.000;4.000;;;hujikol;8;DE;20220120000000;20240120000000;
1;DSF;SFSD;S;INV-ME2-ALLES;1.000;0.000;4.000;4.000;;;köpklkü;8;DE;20220120000000;20240120000000;
1;FD;D;FD;C2;7.000;0.000;;;;;;FGHDH;;20240105000000;20240104000000;
1;FD;DF;D;ALIMEX;4.000;0.000;4.000;4.000;4.000;;;GG;;;;
1;FD;DF;D;B1000-SNR;1.000;0.000;;;;;ljglgmkldmrgrelgkm;;;;;
1;FD;DF;D;B1000-U;1.000;0.000;;;;;;;YXD;20240101000000;20240105000000;
1;FD;DF;D;B1000-U;1.000;0.000;;;;;;;DE;20240104000000;20240108000000;
1;FD;DF;D;B1000-U;1.000;0.000;;;;;;;SY;20240105000000;20240104000000;
1;FD;DF;D;B1000-U;1.000;0.000;;;;;;;SY;20240125000000;20240122000000;
1;FD;DF;D;B1000-U;4.000;0.000;;;;;;;BG;20240101000000;20240101000000;
1;FD;DF;D;B1000-U;5.000;0.000;;;;;;;FIG;20240101000000;20240104000000;
1;FD;DF;D;B1020;1.000;0.000;;;;;;;;;;
1;FD;DF;D;BAUTK;1.000;0.000;;;;;;KD;;;;
1;FD;DF;D;BAUTK;1.000;0.000;;;;;;VNFK;;20240102000000;20240106000000;
1;FD;DF;D;BEAMER;1.000;0.000;;;;;3fdb.nkcbncfgb;;;;;
1;FD;DF;D;BLECH;1.000;0.000;7.000;7.000;7.000;;;8;;20240112000000;20240106000000;
1;FD;DF;D;BLECH;1.000;0.000;54.000;4.000;4.000;;;8;;20220123000000;20240124000000;
1;FD;DF;D;BLECH;4.000;0.000;4.000;4.000;1.000;;;DF;;;;
1;FD;DF;DF;ABIT ME6;2.000;0.000;;;;;;;;20240118123600;20240118123600;
1;FD;DF;DS;URSPRUNG-SNR;1.000;0.000;;;;;gh123;;DE;20220123000000;20240124000000;
